1,0.707017
5,1.41951
10,1.53949
15,1.19434
20,0.984285
25,0.882086
30,0.843318
35,0.831714
40,0.825796
45,0.818989
50,0.811608
55,0.804466
60,0.797667
65,0.790723
70,0.783454
75,0.776
80,0.768868
85,0.761797
90,0.755079
95,0.748675
100,0.742205
105,0.735735
110,0.729413
115,0.723314
120,0.717348
125,0.711561
130,0.706139
135,0.701025
140,0.696209
145,0.691761
150,0.687608
155,0.683761
160,0.680114
165,0.676631
170,0.673325
175,0.670133
180,0.666993
185,0.664082
190,0.66145
195,0.659232
200,0.657385
205,0.655786
210,0.654523
215,0.653642
220,0.653194
225,0.652978
230,0.652841
235,0.652777
240,0.65273
245,0.652541
250,0.652255
255,0.652025
260,0.651679
265,0.651162
270,0.650523
275,0.649804
280,0.648967
285,0.648061
290,0.64711
295,0.646264
300,0.645359
305,0.644465
310,0.643449
315,0.642518
320,0.641519
325,0.640419
330,0.639325
335,0.63837
340,0.637414
345,0.63652
350,0.635729
355,0.635068
360,0.634351
365,0.633584
370,0.632909
375,0.632247
380,0.631532
385,0.630858
390,0.630153
395,0.629489
400,0.628759
405,0.628143
410,0.627646
415,0.627063
420,0.626347
425,0.625591
430,0.625013
435,0.624539
440,0.624049
445,0.623564
450,0.62316
455,0.622609
460,0.622138
465,0.621667
470,0.621224
475,0.620819
480,0.620451
485,0.620131
490,0.619767
495,0.619417
500,0.619098
505,0.618831
510,0.618481
515,0.618154
520,0.617732
525,0.617108
530,0.61659
535,0.616047
540,0.615486
545,0.61497
550,0.614561
555,0.614155
560,0.613784
565,0.613463
570,0.613215
575,0.612948
580,0.612777
585,0.612536
590,0.612177
595,0.611824
600,0.611546
605,0.611251
610,0.610792
615,0.61042
620,0.610334
625,0.610426
630,0.610561
635,0.610567
640,0.610395
645,0.610163
650,0.609814
655,0.609421
660,0.608968
665,0.60822
670,0.607046
675,0.605632
680,0.604161
685,0.602857
690,0.601763
695,0.600804
700,0.599965
705,0.599164
710,0.598252
