1,0.588786
2,0.70785
3,0.874605
4,1.032
5,1.16682
6,1.25448
7,1.30741
8,1.31908
9,1.30582
10,1.28971
11,1.26431
12,1.23559
13,1.20708
14,1.17673
15,1.16503
16,1.14732
17,1.13565
18,1.11429
19,1.10112
20,1.08
21,1.06048
22,1.03828
23,1.02241
24,1.00504
25,0.992195
26,0.978413
27,0.96842
28,0.957873
29,0.950549
30,0.94286
31,0.937458
32,0.93166
33,0.927962
34,0.924053
35,0.921211
36,0.918839
37,0.917006
38,0.915029
39,0.914266
40,0.913041
41,0.913008
42,0.912098
43,0.911839
44,0.911081
45,0.910588
46,0.910367
47,0.909789
48,0.909284
49,0.909051
50,0.908259
51,0.907404
52,0.906678
53,0.905601
54,0.904774
55,0.903923
56,0.903153
57,0.902149
58,0.901509
59,0.900695
60,0.900077
61,0.899118
62,0.898812
63,0.898165
64,0.897595
65,0.897028
66,0.896846
67,0.896086
68,0.895513
69,0.895008
70,0.894409
71,0.893929
72,0.893427
73,0.892865
74,0.891921
75,0.891971
76,0.891424
77,0.890948
78,0.890282
79,0.890188
80,0.889741
81,0.889291
82,0.888512
83,0.888377
84,0.887875
85,0.887582
86,0.886855
87,0.886593
88,0.885842
89,0.885938
90,0.885335
91,0.884733
92,0.884234
93,0.884053
94,0.88349
95,0.883302
96,0.882675
97,0.882379
98,0.88187
99,0.881212
100,0.880597
101,0.880198
102,0.879455
103,0.879687
104,0.87882
105,0.878223
106,0.87788
107,0.877481
108,0.876595
109,0.87666
110,0.875735
111,0.875485
112,0.874407
113,0.874021
114,0.873335
115,0.873311
116,0.872566
117,0.872319
118,0.871646
119,0.871367
120,0.870674
121,0.87047
122,0.869692
123,0.86948
124,0.86864
125,0.868523
126,0.867702
127,0.867523
128,0.866627
129,0.866533
130,0.865784
131,0.865581
132,0.86473
133,0.864694
134,0.863902
135,0.863785
136,0.862667
137,0.862294
138,0.861298
139,0.861348
140,0.860421
141,0.860398
142,0.859369
143,0.85943
144,0.858426
145,0.858398
146,0.857427
147,0.857045
148,0.856063
149,0.855797
150,0.854929
151,0.854818
152,0.85397
153,0.853953
154,0.853178
155,0.853035
156,0.852308
157,0.852172
158,0.851342
159,0.851077
160,0.850282
161,0.849979
162,0.849099
163,0.848932
164,0.848137
165,0.848135
166,0.847299
167,0.847138
168,0.846403
169,0.84652
170,0.845727
171,0.845638
172,0.844872
173,0.844736
174,0.844143
175,0.844125
176,0.843433
177,0.843208
178,0.842324
179,0.842216
180,0.841581
181,0.841481
182,0.840885
183,0.840879
184,0.840381
185,0.840108
186,0.839205
187,0.839018
188,0.838242
189,0.838258
190,0.837561
191,0.837393
192,0.836916
193,0.836858
194,0.836246
195,0.836218
196,0.835445
197,0.835256
198,0.834498
199,0.834386
200,0.833755
201,0.833771
202,0.83322
203,0.833128
204,0.832537
205,0.832449
206,0.831933
207,0.831873
208,0.83133
209,0.831288
210,0.830674
211,0.830664
212,0.829957
213,0.829916
214,0.829179
215,0.829052
216,0.828489
217,0.828297
218,0.827658
219,0.827737
220,0.827237
221,0.827177
222,0.826448
223,0.826373
224,0.825765
225,0.82559
226,0.824928
227,0.824791
228,0.824085
229,0.823912
230,0.823434
231,0.823398
232,0.822734
233,0.82287
234,0.822126
235,0.822032
236,0.821374
237,0.821211
238,0.820615
239,0.820576
240,0.819868
241,0.819785
242,0.819289
243,0.819166
244,0.818509
245,0.818422
246,0.817927
247,0.817781
248,0.817251
249,0.816878
250,0.816376
251,0.816251
252,0.815573
253,0.815585
254,0.814949
255,0.814979
256,0.814373
257,0.814115
258,0.813515
259,0.813284
260,0.81269
261,0.812544
262,0.811942
263,0.811958
264,0.811306
265,0.811194
266,0.810815
267,0.810536
268,0.809965
269,0.809779
270,0.809272
271,0.809162
272,0.808639
273,0.808513
274,0.808023
275,0.807896
