1,0.774398
5,1.61397
10,1.69703
15,1.30326
20,1.04893
25,0.942541
30,0.910174
35,0.901028
40,0.894055
45,0.884743
50,0.873846
55,0.862156
60,0.85007
65,0.838513
70,0.827776
75,0.818152
80,0.809358
85,0.800846
90,0.793332
95,0.786278
100,0.779617
105,0.773146
110,0.766877
115,0.760927
120,0.755322
125,0.750168
130,0.745362
135,0.740998
140,0.736813
145,0.732892
150,0.729143
155,0.725608
160,0.722161
165,0.71891
170,0.715677
175,0.71249
180,0.709361
185,0.706415
190,0.70356
195,0.700907
200,0.698469
205,0.696168
210,0.693969
215,0.691969
220,0.690035
225,0.688069
230,0.686114
235,0.684167
240,0.682275
245,0.680597
250,0.679082
255,0.677833
260,0.676901
265,0.676371
270,0.676019
275,0.675839
280,0.675725
285,0.675675
290,0.675622
295,0.675519
300,0.675274
305,0.674916
310,0.674501
315,0.674171
320,0.673786
325,0.673482
330,0.673161
335,0.67277
340,0.672283
345,0.671753
350,0.67112
355,0.670362
360,0.669434
365,0.668418
370,0.667411
375,0.666389
380,0.665333
385,0.664315
390,0.663319
395,0.662464
400,0.661695
405,0.660945
410,0.660228
415,0.659561
420,0.658926
425,0.658329
430,0.657762
435,0.657265
440,0.65682
445,0.656397
450,0.65593
455,0.655438
460,0.654994
465,0.654598
470,0.654131
475,0.653625
480,0.653063
485,0.652468
490,0.651892
495,0.651333
500,0.650758
505,0.650214
510,0.649715
515,0.649276
520,0.648791
525,0.648387
530,0.647964
535,0.647582
540,0.647235
545,0.646889
550,0.646602
555,0.646254
560,0.645868
565,0.645476
570,0.6451
575,0.644829
580,0.644534
585,0.644175
590,0.643832
595,0.643571
600,0.64327
605,0.643076
610,0.642867
615,0.642616
620,0.642321
625,0.641964
630,0.641585
635,0.641212
640,0.640865
645,0.640493
650,0.640048
655,0.639474
660,0.638857
665,0.638267
670,0.637632
675,0.637088
680,0.636595
685,0.63605
690,0.635429
695,0.634883
700,0.63423
705,0.633646
710,0.633138
715,0.632663
720,0.632391
725,0.632188
730,0.632066
735,0.63198
740,0.631894
745,0.631823
750,0.631673
755,0.631417
760,0.631116
765,0.630725
770,0.630324
775,0.630025
780,0.629743
785,0.629533
790,0.629406
