1,0.854606
2,1.25234
3,1.65189
4,1.91685
5,2.02252
6,2.06396
7,2.00797
8,1.94256
9,1.88311
10,1.77283
11,1.69893
12,1.62929
13,1.57183
14,1.52684
15,1.47682
16,1.40786
17,1.342
18,1.28317
19,1.23557
20,1.19853
21,1.15264
22,1.12261
23,1.0975
24,1.08035
25,1.06617
26,1.05081
27,1.03772
28,1.02566
29,1.01507
30,1.00615
31,0.994227
32,0.984563
33,0.976266
34,0.969153
35,0.962612
36,0.953523
37,0.944954
38,0.936585
39,0.928591
40,0.921152
41,0.911527
42,0.902508
43,0.893013
44,0.884258
45,0.875508
46,0.867644
47,0.859871
48,0.852792
49,0.845984
50,0.83978
51,0.833956
52,0.828212
53,0.823099
54,0.817818
55,0.812915
56,0.807853
57,0.803227
58,0.79838
59,0.793864
60,0.789122
61,0.784546
62,0.779773
63,0.775137
64,0.770442
65,0.766059
66,0.761635
67,0.757435
68,0.753244
69,0.749281
70,0.74519
71,0.741239
72,0.737378
73,0.733466
74,0.729708
75,0.726104
76,0.722744
77,0.719596
78,0.716258
79,0.713347
80,0.710743
81,0.708615
82,0.706757
83,0.705232
84,0.70401
85,0.703034
86,0.702432
87,0.702287
88,0.702809
89,0.703968
90,0.706021
91,0.708995
92,0.713062
93,0.718165
94,0.724414
95,0.731658
96,0.740058
97,0.749521
98,0.759901
99,0.770692
100,0.781492
101,0.791603
102,0.800588
103,0.808048
104,0.813972
105,0.81812
106,0.820913
107,0.822262
108,0.82248
109,0.821469
110,0.819714
111,0.817202
112,0.814394
113,0.811114
114,0.807878
115,0.804563
116,0.801365
117,0.798231
118,0.795358
119,0.792648
120,0.790447
121,0.788519
122,0.787064
123,0.785867
124,0.785192
125,0.784817
126,0.784842
127,0.785084
128,0.785664
129,0.786164
130,0.786842
131,0.787374
132,0.788002
133,0.788561
134,0.789182
135,0.789488
136,0.789976
137,0.790332
138,0.790809
139,0.791084
140,0.791393
141,0.791468
142,0.791523
143,0.791355
144,0.79122
145,0.790904
146,0.790597
147,0.790223
148,0.790056
149,0.789762
150,0.789709
151,0.789643
152,0.789698
153,0.789636
154,0.789631
155,0.789506
156,0.789446
157,0.789208
158,0.789087
159,0.788875
160,0.788915
161,0.78892
162,0.789135
163,0.789325
164,0.789686
165,0.789901
166,0.790176
167,0.79024
168,0.790362
169,0.790284
170,0.790249
171,0.790081
172,0.790136
173,0.7901
174,0.790341
175,0.79054
176,0.790865
177,0.791102
178,0.791277
179,0.791301
180,0.79136
181,0.791327
182,0.791287
183,0.791155
184,0.791095
185,0.791054
186,0.791194
187,0.791316
188,0.791577
189,0.791757
190,0.791925
191,0.791816
192,0.791884
193,0.79173
194,0.791722
195,0.791553
196,0.791571
197,0.791466
198,0.791552
199,0.791512
200,0.791667
201,0.79171
202,0.791903
203,0.791828
204,0.791897
205,0.79182
206,0.791851
207,0.791678
208,0.791674
209,0.79158
210,0.791561
211,0.791512
212,0.791579
213,0.791642
214,0.791785
215,0.791722
216,0.791797
217,0.791651
218,0.79161
219,0.791474
220,0.791379
221,0.791232
222,0.791236
223,0.791186
224,0.791245
225,0.791269
226,0.791417
227,0.791433
228,0.791472
229,0.791393
230,0.79136
231,0.791129
232,0.79102
233,0.790815
234,0.790888
235,0.790804
236,0.790871
237,0.790847
238,0.790976
239,0.790998
240,0.79094
241,0.790831
242,0.79079
243,0.790621
244,0.790524
245,0.790388
246,0.7905
247,0.790471
248,0.790642
249,0.790658
250,0.790861
251,0.790837
252,0.790874
253,0.790803
254,0.790779
255,0.790595
256,0.790559
257,0.790379
258,0.790345
259,0.790314
260,0.790401
261,0.790431
262,0.790558
263,0.790483
264,0.790502
265,0.790467
266,0.790471
267,0.790295
268,0.790218
269,0.790049
270,0.790081
271,0.790028
272,0.7902
273,0.790283
274,0.790488
275,0.790452
276,0.790465
277,0.790317
278,0.790311
279,0.790187
280,0.7902
281,0.790064
282,0.790182
283,0.790187
284,0.790307
285,0.790339
286,0.790481
287,0.790394
288,0.790438
289,0.790245
290,0.790299
291,0.79015
292,0.790178
293,0.790046
294,0.790096
295,0.790025
296,0.790129
297,0.790207
298,0.790441
299,0.790386
300,0.790508
301,0.790406
302,0.790452
303,0.79028
304,0.790312
305,0.790086
306,0.790077
307,0.790045
308,0.790159
309,0.790186
310,0.79043
311,0.790437
312,0.790533
313,0.790487
314,0.790489
315,0.790341
316,0.790317
317,0.790144
318,0.790167
319,0.790169
320,0.79033
321,0.790369
322,0.790583
323,0.79057
324,0.790691
325,0.790591
326,0.790613
327,0.790451
328,0.790386
329,0.790192
330,0.790225
331,0.790155
332,0.79033
333,0.790423
334,0.79063
335,0.790616
336,0.79074
337,0.790631
